component_code,component_name,file_path,line,text_type,translation_key,english,kiswahili,translated
CRM-0105,Interaction History,src/pages/InteractionHistory.tsx,0,component_description,,Past customer interactions log.,,no
CRM-0105,Interaction History,src/pages/InteractionHistory.tsx,117,name,,Unknown,,no
CRM-0093,Inventory,src/pages/Inventory.tsx,0,component_description,,Assigned stock items the agent carries.,,no
CRM-0093,Inventory,src/pages/Inventory.tsx,276,label,,Cancel,,no
CRM-0093,Inventory,src/pages/Inventory.tsx,128,toast_title,,Failed to assign,,no
CRM-0093,Inventory,src/pages/Inventory.tsx,0,component_name,,Inventory,,no
CRM-0093,Inventory,src/pages/Inventory.tsx,140,label,,Inventory,,no
CRM-0093,Inventory,src/pages/Inventory.tsx,140,heading,,Inventory,,no
CRM-0093,Inventory,src/pages/Inventory.tsx,144,label,,Loading inventory...,,no
CRM-0093,Inventory,src/pages/Inventory.tsx,175,label,,No inventory assigned yet,,no
CRM-0093,Inventory,src/pages/Inventory.tsx,214,label,,No products available in this workspace,,no
CRM-0093,Inventory,src/pages/Inventory.tsx,104,error,,No workspace selected,,no
CRM-0093,Inventory,src/pages/Inventory.tsx,276,button,,setAssignDialogOpen(false)}>Cancel,,no
CRM-0093,Inventory,src/pages/Inventory.tsx,141,label,,Your assigned products,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,87,placeholder,,Add details about the interaction...,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,99,label,,Customer Information,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,99,heading,,Customer Information,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,103,label,,Customer Name *,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,128,label,,Customer Sentiment,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,128,heading,,Customer Sentiment,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,108,placeholder,,Enter customer name,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,118,placeholder,,Enter phone number,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,81,label,,Interaction Details,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,81,heading,,Interaction Details,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,84,label,,Interaction Notes,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,0,component_description,,"Log a customer engagement, feedback or note.",,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,0,component_name,,Log Interaction,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,71,label,,Log Interaction,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,71,heading,,Log Interaction,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,113,label,,Phone Number,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,154,label,,Recording,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,154,heading,,Recording,,no
CRM-0096,Log Interaction,src/pages/LogInteraction.tsx,181,label,,Recording saved ✓,,no
CRM-0111,Manage Agents,src/pages/ManageAgents.tsx,102,label,,Agents in the selected workspace,,no
CRM-0111,Manage Agents,src/pages/ManageAgents.tsx,67,toast_title,,Error,,no
CRM-0111,Manage Agents,src/pages/ManageAgents.tsx,68,toast_description,,Failed to load agents,,no
CRM-0111,Manage Agents,src/pages/ManageAgents.tsx,0,component_description,,Lead-agent tools for managing peers.,,no
CRM-0111,Manage Agents,src/pages/ManageAgents.tsx,0,component_name,,Manage Agents,,no
CRM-0111,Manage Agents,src/pages/ManageAgents.tsx,101,label,,Manage Agents,,no
CRM-0111,Manage Agents,src/pages/ManageAgents.tsx,101,heading,,Manage Agents,,no
CRM-0111,Manage Agents,src/pages/ManageAgents.tsx,158,label,,No agents found in this workspace,,no
CRM-0125,Map,src/pages/supervisor/MapPage.tsx,0,component_description,,Live agent locations on a map.,,no
CRM-0125,Map,src/pages/supervisor/MapPage.tsx,178,label,,Loading map...,,no
CRM-0125,Map,src/pages/supervisor/MapPage.tsx,0,component_name,,Map,,no
CRM-0125,Map,src/pages/supervisor/MapPage.tsx,171,alt,,Selfie,,no
CRM-0100,More,src/pages/More.tsx,36,toast_description,,An unexpected error occurred.,,no
CRM-0100,More,src/pages/More.tsx,45,label,,Documentation,,no
CRM-0100,More,src/pages/More.tsx,35,toast_title,,Error,,no
CRM-0100,More,src/pages/More.tsx,47,label,,Help & Support,,no
CRM-0100,More,src/pages/More.tsx,48,label,,Interaction History,,no
CRM-0100,More,src/pages/More.tsx,49,label,,Logout,,no
CRM-0100,More,src/pages/More.tsx,0,component_name,,More,,no
CRM-0100,More,src/pages/More.tsx,57,label,,More,,no
CRM-0100,More,src/pages/More.tsx,57,heading,,More,,no
CRM-0100,More,src/pages/More.tsx,0,component_description,,Overflow menu of less common pages.,,no
CRM-0100,More,src/pages/More.tsx,43,label,,Profile,,no
CRM-0100,More,src/pages/More.tsx,44,label,,Reports,,no
CRM-0100,More,src/pages/More.tsx,46,label,,Settings,,no
CRM-0100,More,src/pages/More.tsx,24,toast_title,,Sign out failed,,no
CRM-0100,More,src/pages/More.tsx,30,toast_title,,Signed out successfully,,no
CRM-0021,Morning Stock Count,src/components/attendance/InstoreMorningStockCountDialog.tsx,101,toast_title,,Error,,no
CRM-0021,Morning Stock Count,src/components/attendance/InstoreMorningStockCountDialog.tsx,102,toast_description,,Failed to load products,,no
CRM-0021,Morning Stock Count,src/components/attendance/InstoreMorningStockCountDialog.tsx,188,toast_description,,Failed to submit stock count,,no
CRM-0021,Morning Stock Count,src/components/attendance/InstoreMorningStockCountDialog.tsx,0,component_name,,Morning Stock Count,,no
CRM-0021,Morning Stock Count,src/components/attendance/InstoreMorningStockCountDialog.tsx,219,label,,No products assigned,,no
CRM-0021,Morning Stock Count,src/components/attendance/InstoreMorningStockCountDialog.tsx,0,component_description,,Opening stock check at the start of an in-store shift.,,no
CRM-0021,Morning Stock Count,src/components/attendance/InstoreMorningStockCountDialog.tsx,135,toast_description,,Please enter stock count for at least one product,,no
CRM-0021,Morning Stock Count,src/components/attendance/InstoreMorningStockCountDialog.tsx,125,toast_description,,You must be logged in to submit,,no
CRM-0025,Price Report,src/components/attendance/PriceReportDialog.tsx,0,component_description,,Capture competitor or shelf prices observed in store.,,no
CRM-0025,Price Report,src/components/attendance/PriceReportDialog.tsx,208,placeholder,,Enter price...,,no
CRM-0025,Price Report,src/components/attendance/PriceReportDialog.tsx,112,toast_title,,Error,,no
CRM-0025,Price Report,src/components/attendance/PriceReportDialog.tsx,158,toast_description,,Failed to submit price report.,,no
CRM-0025,Price Report,src/components/attendance/PriceReportDialog.tsx,118,toast_title,,Incomplete Report,,no
CRM-0025,Price Report,src/components/attendance/PriceReportDialog.tsx,112,toast_description,,Missing user or workspace context,,no
CRM-0025,Price Report,src/components/attendance/PriceReportDialog.tsx,0,component_name,,Price Report,,no
CRM-0090,Profile,src/components/onboarding/WorkspaceOnboarding.tsx,127,label,,Choose your language,,no
CRM-0090,Profile,src/components/onboarding/WorkspaceOnboarding.tsx,171,label,,Experience,,no
CRM-0090,Profile,src/components/onboarding/WorkspaceOnboarding.tsx,150,label,,Your Team,,no
CRM-0090,Profile,src/components/profile/ProfileHeader.tsx,65,title,,Permissions,,no
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,account,Account,Akaunti,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,activity_attendance,Activity & Attendance,Shughuli & Mahudhurio,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,all_time,All Time,Jumla Yote,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,check_ins,Check-ins,Kuingia Kazini,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,completed,Completed,Zilizokamilika,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,engagement,Engagement,Mawasiliano,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,giveaways,Giveaways,Zawadi/Sampuli,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,interactions,Interactions,Maingiliano,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,items_given,Items Given,Vitu Vilivyotolewa,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,logout,Logout,Toka,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,notes,Notes,Maelezo,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,pending,Pending,Zinazosubiri,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,points_rank,Points & Rank,Pointi & Cheo,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,products_sold,Products Sold,Bidhaa Zilizouzwa,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,rank,Rank,Cheo,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,revenue,Revenue,Mapato,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,sales_revenue,Sales & Revenue,Mauzo & Mapato,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,sales_made,Sales Made,Mauzo Yaliyofanywa,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,store_visits,Store Visits,Ziara za Duka,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,stores_added,Stores Added,Maduka Yaliyoongezwa,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,surveys_done,Surveys Done,Utafiti Uliofanywa,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,tasks,Tasks,Kazi,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,today,Today,Leo,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,total_points,Total Points,Pointi Zote,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,total_tasks,Total Tasks,Kazi Zote,yes
CRM-0090,Profile,src/hooks/useLanguage.tsx,0,translation_key,work_time,Work Time,Muda wa Kazi,yes
CRM-0090,Profile,src/pages/Profile.tsx,300,label,account,Account,Akaunti,yes
CRM-0090,Profile,src/pages/Profile.tsx,158,label,activity_attendance,Activity & Attendance,Shughuli & Mahudhurio,yes
CRM-0090,Profile,src/pages/Profile.tsx,0,component_description,,"Agent profile, summaries and settings.",,no
CRM-0090,Profile,src/pages/Profile.tsx,148,label,all_time,All Time,Jumla Yote,yes
CRM-0090,Profile,src/pages/Profile.tsx,160,label,check_ins,Check-ins,Kuingia Kazini,yes
CRM-0090,Profile,src/pages/Profile.tsx,172,label,completed,Completed,Zilizokamilika,yes
CRM-0090,Profile,src/pages/Profile.tsx,207,label,engagement,Engagement,Mawasiliano,yes
CRM-0090,Profile,src/pages/Profile.tsx,186,label,giveaways,Giveaways,Zawadi/Sampuli,yes
CRM-0090,Profile,src/pages/Profile.tsx,208,label,interactions,Interactions,Maingiliano,yes
CRM-0090,Profile,src/pages/Profile.tsx,211,label,items_given,Items Given,Vitu Vilivyotolewa,yes
CRM-0090,Profile,src/pages/Profile.tsx,312,label,logout,Logout,Toka,yes
CRM-0090,Profile,src/pages/Profile.tsx,212,label,notes,Notes,Maelezo,yes
CRM-0090,Profile,src/pages/Profile.tsx,173,label,pending,Pending,Zinazosubiri,yes
CRM-0090,Profile,src/pages/Profile.tsx,287,label,points_rank,Points & Rank,Pointi & Cheo,yes
CRM-0090,Profile,src/pages/Profile.tsx,237,label,products_sold,Products Sold,Bidhaa Zilizouzwa,yes
CRM-0090,Profile,src/pages/Profile.tsx,0,component_name,,Profile,,no
CRM-0090,Profile,src/pages/Profile.tsx,288,label,rank,Rank,Cheo,yes
CRM-0090,Profile,src/pages/Profile.tsx,197,label,,Reports,,no
CRM-0090,Profile,src/pages/Profile.tsx,198,label,,Reports Submitted,,no
CRM-0090,Profile,src/pages/Profile.tsx,185,label,revenue,Revenue,Mapato,yes
CRM-0090,Profile,src/pages/Profile.tsx,182,label,sales_revenue,Sales & Revenue,Mauzo & Mapato,yes
CRM-0090,Profile,src/pages/Profile.tsx,184,label,sales_made,Sales Made,Mauzo Yaliyofanywa,yes
CRM-0090,Profile,src/pages/Profile.tsx,159,label,store_visits,Store Visits,Ziara za Duka,yes
CRM-0090,Profile,src/pages/Profile.tsx,162,label,stores_added,Stores Added,Maduka Yaliyoongezwa,yes
CRM-0090,Profile,src/pages/Profile.tsx,209,label,surveys_done,Surveys Done,Utafiti Uliofanywa,yes
CRM-0090,Profile,src/pages/Profile.tsx,170,label,tasks,Tasks,Kazi,yes
CRM-0090,Profile,src/pages/Profile.tsx,147,label,today,Today,Leo,yes
CRM-0090,Profile,src/pages/Profile.tsx,289,label,total_points,Total Points,Pointi Zote,yes
CRM-0090,Profile,src/pages/Profile.tsx,171,label,total_tasks,Total Tasks,Kazi Zote,yes
CRM-0090,Profile,src/pages/Profile.tsx,161,label,work_time,Work Time,Muda wa Kazi,yes
CRM-0004,PWA Install Prompt,src/components/PWAInstallPrompt.tsx,149,label,,"""Add page to""",,no
CRM-0004,PWA Install Prompt,src/components/PWAInstallPrompt.tsx,133,label,,"""Add to Home Screen""",,no
CRM-0004,PWA Install Prompt,src/components/PWAInstallPrompt.tsx,149,label,,"""Home screen""",,no
CRM-0004,PWA Install Prompt,src/components/PWAInstallPrompt.tsx,149,label,,"(⋮), then",,no
CRM-0004,PWA Install Prompt,src/components/PWAInstallPrompt.tsx,133,label,,□↑,,no
CRM-0004,PWA Install Prompt,src/components/PWAInstallPrompt.tsx,133,label,,"at the bottom of your browser, then tap",,no
CRM-0004,PWA Install Prompt,src/components/PWAInstallPrompt.tsx,111,label,,Install TraKKiT,,no
CRM-0004,PWA Install Prompt,src/components/PWAInstallPrompt.tsx,111,heading,,Install TraKKiT,,no
CRM-0004,PWA Install Prompt,src/components/PWAInstallPrompt.tsx,0,component_description,,Prompt encouraging install to home screen.,,no
CRM-0004,PWA Install Prompt,src/components/PWAInstallPrompt.tsx,0,component_name,,PWA Install Prompt,,no
CRM-0004,PWA Install Prompt,src/components/PWAInstallPrompt.tsx,133,label,,Share,,no
CRM-0051,Quick Actions,src/components/dashboard/QuickActions.tsx,14,label,,Give Products,,no
CRM-0051,Quick Actions,src/components/dashboard/QuickActions.tsx,0,component_description,,Grid of one-tap actions on the dashboard.,,no
CRM-0051,Quick Actions,src/components/dashboard/QuickActions.tsx,15,label,,Log Interaction,,no
CRM-0051,Quick Actions,src/components/dashboard/QuickActions.tsx,0,component_name,,Quick Actions,,no
CRM-0051,Quick Actions,src/components/dashboard/QuickActions.tsx,22,label,,Quick Actions,,no
CRM-0051,Quick Actions,src/components/dashboard/QuickActions.tsx,22,heading,,Quick Actions,,no
CRM-0051,Quick Actions,src/components/dashboard/QuickActions.tsx,13,label,,Record Sale,,no
CRM-0051,Quick Actions,src/components/dashboard/QuickActions.tsx,12,label,,Start Survey,,no
CRM-0122,Rankings,src/pages/supervisor/RankingsPage.tsx,0,component_description,,Agent leaderboard rankings.,,no
CRM-0122,Rankings,src/pages/supervisor/RankingsPage.tsx,14,label,,Agent performance leaderboard,,no
CRM-0122,Rankings,src/pages/supervisor/RankingsPage.tsx,0,component_name,,Rankings,,no
CRM-0122,Rankings,src/pages/supervisor/RankingsPage.tsx,13,label,,Rankings,,no
CRM-0122,Rankings,src/pages/supervisor/RankingsPage.tsx,13,heading,,Rankings,,no
CRM-0026,Record Attendance,src/components/attendance/RecordAttendanceForm.tsx,260,label,,Camera will open automatically for selfie verification,,no
CRM-0026,Record Attendance,src/components/attendance/RecordAttendanceForm.tsx,178,label,,Checked In,,no
CRM-0026,Record Attendance,src/components/attendance/RecordAttendanceForm.tsx,182,label,,Checked Out,,no
CRM-0026,Record Attendance,src/components/attendance/RecordAttendanceForm.tsx,142,toast_description,,"Could not get exact location, proceeding with approximate data.",,no
CRM-0026,Record Attendance,src/components/attendance/RecordAttendanceForm.tsx,162,toast_description,,"Could not get location, proceeding without coordinates.",,no
CRM-0026,Record Attendance,src/components/attendance/RecordAttendanceForm.tsx,237,label,,Current Status:,,no
CRM-0026,Record Attendance,src/components/attendance/RecordAttendanceForm.tsx,106,toast_title,,Error,,no
CRM-0026,Record Attendance,src/components/attendance/RecordAttendanceForm.tsx,115,toast_description,,Failed to update status. Please try again.,,no
CRM-0026,Record Attendance,src/components/attendance/RecordAttendanceForm.tsx,141,toast_title,,Location Warning,,no
CRM-0026,Record Attendance,src/components/attendance/RecordAttendanceForm.tsx,264,label,,Location will be captured automatically,,no
CRM-0026,Record Attendance,src/components/attendance/RecordAttendanceForm.tsx,180,label,,On Lunch,,no
CRM-0026,Record Attendance,src/components/attendance/RecordAttendanceForm.tsx,0,component_name,,Record Attendance,,no
CRM-0026,Record Attendance,src/components/attendance/RecordAttendanceForm.tsx,0,component_description,,Selfie + geo attendance check-in for the workday.,,no
CRM-0026,Record Attendance,src/components/attendance/RecordAttendanceForm.tsx,89,toast_title,,Success,,no
CRM-0026,Record Attendance,src/components/attendance/RecordAttendanceForm.tsx,184,label,,Unknown,,no
CRM-0034,Record Sale,src/components/dashboard/SalesTrackingForm.tsx,0,component_description,,Capture units sold and amounts per product during a visit.,,no
CRM-0034,Record Sale,src/components/dashboard/SalesTrackingForm.tsx,74,placeholder,,Qty,,no
CRM-0034,Record Sale,src/components/dashboard/SalesTrackingForm.tsx,0,component_name,,Record Sale,,no
CRM-0034,Record Sale,src/components/dashboard/SalesTrackingForm.tsx,59,placeholder,,Select product,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,773,placeholder,,Add a caption for this sale photo...,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,224,toast_description,,Could not upload sale photo. Please try again.,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,707,label,,Customer Information,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,712,label,,Customer Name,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,534,label,,Deals,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,717,placeholder,,Enter customer name,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,728,placeholder,,Enter phone number,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,0,component_description,,Full-page sale recording flow.,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,452,label,,Loading products...,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,456,label,,No products available,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,723,label,,Phone Number,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,257,toast_title,,Photo Captured,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,277,toast_title,,Photo Required,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,278,toast_description,,Please capture a photo of the sale before completing.,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,431,label,,Record a Sale,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,431,heading,,Record a Sale,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,0,component_name,,Record Sale Page,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,566,label,,Sale Items,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,748,alt,,Sale photo,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,258,toast_description,,Sale photo uploaded successfully.,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,440,placeholder,,Search products...,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,793,label,,Take a photo of the sale,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,792,label,,Tap to capture photo,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,546,label,,Total,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,575,label,,Total:,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,223,toast_title,,Upload Failed,,no
CRM-0094,Record Sale Page,src/pages/RecordSale.tsx,787,label,,Uploading...,,no
CRM-0099,Reports,src/components/attendance/PriceReportsSection.tsx,38,label,,Start Price Report,,no
CRM-0099,Reports,src/components/attendance/StockReportsSection.tsx,150,label,,Evening,,no
CRM-0099,Reports,src/components/attendance/StockReportsSection.tsx,110,label,,Morning,,no
CRM-0099,Reports,src/pages/Reports.tsx,234,placeholder,,Add your notes here...,,no
CRM-0099,Reports,src/pages/Reports.tsx,265,label,,Attach Images,,no
CRM-0099,Reports,src/pages/Reports.tsx,265,heading,,Attach Images,,no
CRM-0099,Reports,src/pages/Reports.tsx,231,label,,Notes,,no
CRM-0099,Reports,src/pages/Reports.tsx,231,heading,,Notes,,no
CRM-0099,Reports,src/pages/Reports.tsx,0,component_name,,Reports,,no
CRM-0099,Reports,src/pages/Reports.tsx,174,label,,Reports,,no
CRM-0099,Reports,src/pages/Reports.tsx,174,heading,,Reports,,no
CRM-0099,Reports,src/pages/Reports.tsx,0,component_description,,Reports the agent has submitted or needs to submit.,,no
CRM-0099,Reports,src/pages/Reports.tsx,268,label,,Select images to upload,,no
CRM-0098,Routes,src/pages/Routes.tsx,561,label,,(Pending sync),,no
CRM-0098,Routes,src/pages/Routes.tsx,585,label,,Add Store,,no
CRM-0098,Routes,src/pages/Routes.tsx,585,heading,,Add Store,,no
CRM-0098,Routes,src/pages/Routes.tsx,511,label,,Current Location,,no
CRM-0098,Routes,src/pages/Routes.tsx,626,placeholder,,Enter contact number,,no
CRM-0098,Routes,src/pages/Routes.tsx,612,placeholder,,Enter store name,,no
CRM-0098,Routes,src/pages/Routes.tsx,407,toast_title,,Error adding location,,no
CRM-0098,Routes,src/pages/Routes.tsx,486,toast_title,,Error setting location,,no
CRM-0098,Routes,src/pages/Routes.tsx,512,label,,Getting your location...,,no
CRM-0098,Routes,src/pages/Routes.tsx,332,toast_title,,Location Required,,no
CRM-0098,Routes,src/pages/Routes.tsx,464,toast_title,,Location set successfully,,no
CRM-0098,Routes,src/pages/Routes.tsx,499,label,,Manage and optimize your routes,,no
CRM-0098,Routes,src/pages/Routes.tsx,262,toast_title,,Missing Information,,no
CRM-0098,Routes,src/pages/Routes.tsx,547,label,,No stores found,,no
CRM-0098,Routes,src/pages/Routes.tsx,272,toast_description,,No workspace selected. Please select a workspace first.,,no
CRM-0098,Routes,src/pages/Routes.tsx,434,toast_title,,Not authenticated,,no
CRM-0098,Routes,src/pages/Routes.tsx,292,error,,Not authenticated,,no
CRM-0098,Routes,src/pages/Routes.tsx,0,component_description,,Planned route and stops for the day.,,no
CRM-0098,Routes,src/pages/Routes.tsx,263,toast_description,,Please enter a store name.,,no
CRM-0098,Routes,src/pages/Routes.tsx,435,toast_description,,Please log in to set your location.,,no
CRM-0098,Routes,src/pages/Routes.tsx,420,toast_description,,Please select a specific store to set as your location.,,no
CRM-0098,Routes,src/pages/Routes.tsx,0,component_name,,Routes,,no
CRM-0098,Routes,src/pages/Routes.tsx,498,label,,Routes & Planning,,no
CRM-0098,Routes,src/pages/Routes.tsx,498,heading,,Routes & Planning,,no
CRM-0098,Routes,src/pages/Routes.tsx,534,placeholder,,Search stores...,,no
CRM-0098,Routes,src/pages/Routes.tsx,419,toast_title,,Select a store,,no
CRM-0098,Routes,src/pages/Routes.tsx,507,label,,Set Your Assigned Location,,no
CRM-0098,Routes,src/pages/Routes.tsx,507,heading,,Set Your Assigned Location,,no
CRM-0098,Routes,src/pages/Routes.tsx,531,label,,Store,,no
CRM-0098,Routes,src/pages/Routes.tsx,445,toast_title,,Store not found,,no
CRM-0098,Routes,src/pages/Routes.tsx,321,toast_title,,Store saved on device,,no
CRM-0098,Routes,src/pages/Routes.tsx,446,toast_description,,The selected store could not be found.,,no
CRM-0098,Routes,src/pages/Routes.tsx,322,toast_description,,Will sync when you're back online.,,no
CRM-0098,Routes,src/pages/Routes.tsx,271,toast_title,,Workspace Required,,no
CRM-0054,Sale Feedback,src/components/dashboard/SaleFeedbackDialog.tsx,158,placeholder,,Add any notes about this sale or customer interaction...,,no
CRM-0054,Sale Feedback,src/components/dashboard/SaleFeedbackDialog.tsx,119,label,,Customer Sentiment,,no
CRM-0054,Sale Feedback,src/components/dashboard/SaleFeedbackDialog.tsx,108,label,,Direct Sale,,no
CRM-0054,Sale Feedback,src/components/dashboard/SaleFeedbackDialog.tsx,112,label,,Event,,no
CRM-0054,Sale Feedback,src/components/dashboard/SaleFeedbackDialog.tsx,110,label,,Follow-up,,no
CRM-0054,Sale Feedback,src/components/dashboard/SaleFeedbackDialog.tsx,111,label,,Promotion,,no
CRM-0054,Sale Feedback,src/components/dashboard/SaleFeedbackDialog.tsx,0,component_description,,Prompt for customer feedback right after a sale.,,no
CRM-0054,Sale Feedback,src/components/dashboard/SaleFeedbackDialog.tsx,109,label,,Referral,,no
CRM-0054,Sale Feedback,src/components/dashboard/SaleFeedbackDialog.tsx,0,component_name,,Sale Feedback,,no
CRM-0054,Sale Feedback,src/components/dashboard/SaleFeedbackDialog.tsx,88,label,,Sale Recorded!,,no
CRM-0054,Sale Feedback,src/components/dashboard/SaleFeedbackDialog.tsx,105,placeholder,,Select engagement type,,no
CRM-0121,Sales,src/pages/supervisor/SalesPage.tsx,0,component_name,,Sales,,no
CRM-0121,Sales,src/pages/supervisor/SalesPage.tsx,22,label,,Sales & Giveaways,,no
CRM-0121,Sales,src/pages/supervisor/SalesPage.tsx,22,heading,,Sales & Giveaways,,no
CRM-0121,Sales,src/pages/supervisor/SalesPage.tsx,0,component_description,,Sales overview for supervisors.,,no
CRM-0121,Sales,src/pages/supervisor/SalesPage.tsx,23,label,,Track sales and product distributions,,no
CRM-0106,Sales Activity List,src/pages/SalesActivityList.tsx,0,component_description,,Detailed list of recorded sales.,,no
CRM-0106,Sales Activity List,src/pages/SalesActivityList.tsx,99,label,,Loading...,,no
CRM-0106,Sales Activity List,src/pages/SalesActivityList.tsx,93,label,,My Sales Activities,,no
CRM-0106,Sales Activity List,src/pages/SalesActivityList.tsx,93,heading,,My Sales Activities,,no
CRM-0106,Sales Activity List,src/pages/SalesActivityList.tsx,101,label,,No sales activities found,,no
CRM-0106,Sales Activity List,src/pages/SalesActivityList.tsx,131,label,,Notes,,no
CRM-0106,Sales Activity List,src/pages/SalesActivityList.tsx,137,label,,Pictures,,no
CRM-0106,Sales Activity List,src/pages/SalesActivityList.tsx,0,component_name,,Sales Activity List,,no
CRM-0024,Seeding Evening Report,src/components/attendance/SeedingEveningReportDialog.tsx,287,label,,0 && uploadProgress,,no
CRM-0024,Seeding Evening Report,src/components/attendance/SeedingEveningReportDialog.tsx,120,toast_title,,Error,,no
CRM-0024,Seeding Evening Report,src/components/attendance/SeedingEveningReportDialog.tsx,210,label,,Evening Report,,no
CRM-0024,Seeding Evening Report,src/components/attendance/SeedingEveningReportDialog.tsx,194,toast_description,,Evening report submitted successfully,,no
CRM-0024,Seeding Evening Report,src/components/attendance/SeedingEveningReportDialog.tsx,0,component_description,,Evening report variant for product-seeding projects.,,no
CRM-0024,Seeding Evening Report,src/components/attendance/SeedingEveningReportDialog.tsx,226,label,,No sales recorded today,,no
CRM-0024,Seeding Evening Report,src/components/attendance/SeedingEveningReportDialog.tsx,187,toast_title,,Partial Success,,no
CRM-0024,Seeding Evening Report,src/components/attendance/SeedingEveningReportDialog.tsx,211,label,,Review your sales and upload engagement photos,,no
CRM-0024,Seeding Evening Report,src/components/attendance/SeedingEveningReportDialog.tsx,0,component_name,,Seeding Evening Report,,no
CRM-0024,Seeding Evening Report,src/components/attendance/SeedingEveningReportDialog.tsx,188,toast_description,,Some photos failed to upload. Please try uploading photos again.,,no
